tf,sensor_log2_selectivity,tf_mrna_log10_ratio
NR2F1,0.14048,-0.40683
ERG,0.14048,1.54862
TCF7,0.14037,0.17771
ZBTB3,0.1402,0.39844
CREB3L1,0.14006,-0.29251
NFIB,0.13991,-0.34392
SIN3A,0.1398,0.04933
REL,0.1398,0.12775
TCF3,0.13973,-0.11833
RAD21,0.13968,0.33699
BHLHA15,0.13967,1.12494
CREB3,0.13964,-0.24841
LHX9,0.13954,-1.03088
POU6F1,0.13949,-0.06658
NR4A3,0.13916,0.41497
JUN,0.13915,0.26082
RXRA,0.13909,0.30198
EN1,0.13903,1.50651
SREBF1,0.13899,-0.15578
NR2F1,0.13892,-0.40683
POU2F2,0.13884,-0.79029
MAFF,0.13877,0.15237
CEBPB,0.13876,0.1585
MAFF,0.13869,0.15237
GATA2,0.13867,-0.05162
HIC1,0.13855,-0.93177
BRCA1,0.13855,-0.27515
MAFK,0.13849,-0.18717
AGGF1,0.13835,0.05794
KLF4,0.13835,1.14393
NFIL3,0.13834,0.04188
BRCA1,0.1382,-0.27515
TFEB,0.13814,-0.41856
MAFA,0.13805,1.66573
JUND,0.13785,-0.03685
PPARA,0.13783,0.48827
CEBPB,0.1377,0.1585
HEY1,0.13762,1.16638
GFI1,0.13756,0.95373
PAX2,0.13753,1.0569
CENPB,0.13741,-0.10852
SOX8,0.13731,0.98528
ETS1,0.13725,0.2381
ZNF766,0.13709,0.13876
NR3C1,0.13706,-0.11267
NFE2L2,0.13701,0.01426
EN2,0.13689,1.5098
TFCP2,0.1368,-0.18064
EOMES,0.13678,1.4624
NR2C2,0.13676,0.21475
ZBTB7A,0.13674,-0.03833
GRHL1,0.13672,0.60779
HES1,0.13672,0.29018
SOX1,0.13672,1.77815
POU2F2,0.13666,-0.79029
MEIS2,0.13655,-0.06534
NFKB1,0.13644,-0.02496
LBX2,0.13629,1.06169
ELK3,0.13606,-0.31483
XBP1,0.13588,0.09852
PPARG,0.13587,-0.0062
ATF3,0.13583,0.74563
CLOCK,0.13577,0.06464
DMBX1,0.13571,1.4014
JDP2,0.13571,0.49816
TCF12,0.13565,-0.03309
EMX1,0.1356,1.22011
MAFG,0.13557,-0.03675
CREB1,0.13549,-0.1189
FOXJ3,0.13549,0.24609
TEAD3,0.13547,-0.10294
EGR1,0.13546,0.22639
LHX4,0.1353,0.54007
MAFK,0.13524,-0.18717
CREB3,0.13519,-0.24841
VAX1,0.13512,1.0607
ESRRG,0.1351,1.19866
ZKSCAN3,0.13502,0.45019
ATF3,0.13499,0.74563
CREB3L1,0.13495,-0.29251
RUNX1,0.13491,-0.06798
MXI1,0.13454,0.36623
LHX6,0.1345,1.97772
BHLHE40,0.13446,0.12349
HIC2,0.13445,0.48876
PAX3,0.13427,1.45939
GABPA,0.13423,-0.14939
HESX1,0.13408,0.17438
RXRA,0.134,0.30198
PAX6,0.13394,0.87769
SOX8,0.13392,0.98528
HOXC11,0.13383,0.58072
SIX5,0.13382,-0.04506
PITX1,0.13374,2.66087
DBP,0.1337,-0.07406
MLXIPL,0.13359,1.28556
CEBPZ,0.13345,0.03188
CTCF,0.13342,0.1109
BRCA1,0.13335,-0.27515
SREBF2,0.13332,0.00057
ARFGAP1,0.13321,0.0425
MAF,0.13318,1.50435
FOXO3,0.13314,-0.09404
YBX1,0.13307,0.03072
GABPA,0.13303,-0.14939
ETV6,0.133,-0.12382
EMX1,0.13296,1.22011
NFATC1,0.13293,1.17367
ATF3,0.13282,0.74563
NR2F1,0.13278,-0.40683
ZBTB3,0.13275,0.39844
BACH1,0.13266,-0.08588
ESRRA,0.13264,0.36686
TCF12,0.13252,-0.03309
SP1,0.13248,0.23865
ID4,0.13232,-0.49292
RFX1,0.13231,0.20032
CLOCK,0.13218,0.06464
OTX1,0.13216,0.61502
NFE2,0.13214,0.59563
PAX6,0.13204,0.87769
MAGOH,0.132,0.20422
TP53,0.13194,-0.06103
MEIS2,0.13182,-0.06534
MEIS3,0.13181,0.68303
ZKSCAN1,0.13177,0.25502
TBP,0.13171,0.01746
HDX,0.13165,0.08585
HIC2,0.13161,0.48876
NFIX,0.13155,-0.37506
EGR1,0.13151,0.22639
ESRRB,0.13144,1.09807
ETV4,0.13142,0.15297
MXI1,0.13125,0.36623
FOXJ3,0.13113,0.24609
HOXB9,0.13109,0.83234
ATF3,0.13104,0.74563
NKX2-5,0.13104,1.55041
USF1,0.13101,-0.13268
SIX3,0.13099,1.18469
NFKB2,0.13098,0.51364
NFKB2,0.13086,0.51364
NR2F1,0.13076,-0.40683
SMAD3,0.13069,-0.38086
PPARG,0.13068,-0.0062
HEY1,0.13053,1.16638
MAX,0.13052,0.13856
HOXB3,0.13037,-0.40051
RUNX2,0.13034,-0.44748
ELF1,0.13028,-0.0385
PITX1,0.13026,2.66087
ESRRA,0.13025,0.36686
VAX1,0.13023,1.0607
REL,0.13022,0.12775
CREB3L1,0.13017,-0.29251
TFAP2A,0.13015,-0.00481
REL,0.13012,0.12775
EMX2,0.13008,1.14301
MYB,0.13007,-0.11523
NFE2,0.12993,0.59563
PDX1,0.12991,1.13033
SP2,0.1299,-0.07606
POU4F1,0.12945,1.85377
ZBTB3,0.12944,0.39844
GLI2,0.12943,0.00519
RXRA,0.12935,0.30198
AHR,0.12933,-0.31593
REL,0.12926,0.12775
RXRA,0.12917,0.30198
ATF3,0.12915,0.74563
BCL6,0.12914,-0.46691
PAX2,0.12911,1.0569
RFX2,0.12902,0.09243
ETV1,0.12896,0.0445
RARG,0.12895,-0.50335
BARHL2,0.12874,1.83251
FOXD1,0.1287,0.21153
OSR2,0.12867,0.51205
DDIT3,0.12858,0.31605
IRF2,0.12851,-0.18248
LHX2,0.12851,1.74567
ARNT,0.12849,0.03492
GLI1,0.12849,-0.49908
POU3F2,0.12847,1.7839
HSF1,0.12846,0.46176
GMEB2,0.12841,0.07687
CTCF,0.12832,0.1109
RAB14,0.12812,0.01434
FOS,0.12803,0.11477
HOXB2,0.12795,-0.59651
TFE3,0.12794,-0.02572
TFCP2,0.12787,-0.18064
MEIS2,0.12786,-0.06534
JDP2,0.12786,0.49816
RXRA,0.12784,0.30198
SMAD3,0.12768,-0.38086
JDP2,0.12768,0.49816
YY2,0.12764,-0.33904
ELK3,0.12756,-0.31483
TBX3,0.12756,-0.64016
FOXO3,0.12752,-0.09404
HIC1,0.12746,-0.93177
ZBED1,0.12744,-0.20248
ESRRA,0.12743,0.36686
NKX3-1,0.12743,-0.17361
FOSB,0.12743,0.22429
FOXO1,0.12742,0.19161
EOMES,0.12738,1.4624
TFAP2C,0.12737,0.6037
LHX6,0.12734,1.97772
IRF8,0.1273,0.31482
STAT3,0.12715,-0.16234
SOX9,0.12706,0.21723
TCF4,0.12704,-0.83621
NFIC,0.12704,-0.21458
HEY2,0.12699,1.09575
RUNX2,0.12694,-0.44748
STAT1,0.12694,-0.01743
RFX1,0.12691,0.20032
HIF1A,0.12663,-0.1013
RFX2,0.12662,0.09243
JUNB,0.12656,0.12824
ESRRA,0.12644,0.36686
SIX5,0.1264,-0.04506
RFX3,0.12634,0.21238
CTCF,0.12632,0.1109
CREM,0.12619,-0.0345
TCF3,0.12615,-0.11833
YY1,0.12603,0.14859
NR3C1,0.1259,-0.11267
SIN3A,0.12578,0.04933
NFIA,0.12572,0.15147
HSF1,0.12568,0.46176
TEAD1,0.12559,0.23157
HSF2,0.12549,0.0708
MSX2,0.12533,1.37658
TEF,0.12532,-0.46806
HAND1,0.12516,0.94118
ZBTB33,0.12513,0.15431
EMX1,0.12505,1.22011
MSX1,0.12503,0.83405
HOXA1,0.12497,0.09858
PKNOX2,0.12497,0.45558
MYB,0.12491,-0.11523
SMAD3,0.12489,-0.38086
CXXC1,0.12483,-0.20636
JDP2,0.12472,0.49816
POU5F1,0.12463,-0.17881
HLF,0.12455,1.20049
ESRP1,0.12455,1.23045
NR4A1,0.12448,0.49659
RFX2,0.12447,0.09243
GLI3,0.12422,-0.16955
STAT1,0.1242,-0.01743
NFIX,0.12415,-0.37506
CLOCK,0.12414,0.06464
FOXO1,0.12408,0.19161
THRB,0.12407,0.86606
RAD21,0.12404,0.33699
HOXA13,0.12398,1.58967
AR,0.12382,0.74347
BARHL2,0.12376,1.83251
FOXO3,0.12375,-0.09404
ZBTB3,0.12368,0.39844
TGIF2,0.12364,0.13496
CREB3L1,0.12364,-0.29251
TCF12,0.12359,-0.03309
BPTF,0.12353,0.25822
NFE2,0.1235,0.59563
RFX5,0.12349,0.24121
MEF2A,0.12333,-0.11613
NFIA,0.12322,0.15147
RARG,0.1232,-0.50335
BACH1,0.12318,-0.08588
MAFF,0.12307,0.15237
RAD21,0.12305,0.33699
YY1,0.12304,0.14859
MAX,0.12301,0.13856
NR4A2,0.12297,0.11007
RAD21,0.12287,0.33699
EN2,0.12282,1.5098
ELF1,0.12281,-0.0385
CTCF,0.12277,0.1109
RORA,0.12275,1.26779
GLI2,0.12275,0.00519
XBP1,0.12272,0.09852
EOMES,0.12272,1.4624
SIX1,0.12268,0.9836
MAFK,0.12267,-0.18717
RARA,0.12265,-0.25519
MYC,0.12265,0.22497
NR3C1,0.12248,-0.11267
BRCA1,0.12244,-0.27515
CTCF,0.12241,0.1109
TGIF1,0.12224,0.24022
JUN,0.1221,0.26082
NFIA,0.12201,0.15147
CENPB,0.12198,-0.10852
TIA1,0.12193,0.03138
ZNF766,0.12166,0.13876
POU2F2,0.12164,-0.79029
NR3C1,0.12162,-0.11267
POU3F3,0.12157,1.52977
TBX1,0.12145,1.76691
NR1H2,0.12138,-0.17777
HESX1,0.12138,0.17438
STAT3,0.12134,-0.16234
EZH2,0.12126,0.24374
ESRRA,0.12123,0.36686
LHX4,0.12118,0.54007
HMBOX1,0.12117,0.39571
HOXA1,0.12109,0.09858
TFEB,0.12103,-0.41856
RARA,0.12093,-0.25519
FOXA1,0.12085,0.59218
LHX2,0.12085,1.74567
ETS1,0.12084,0.2381
TCF3,0.12078,-0.11833
FOS,0.12065,0.11477
FLI1,0.12064,-2.13898
E2F1,0.12056,-0.14567
TCF4,0.12048,-0.83621
MAFG,0.12048,-0.03675
HOXA5,0.12047,0.04334
ZBTB4,0.12046,-0.18334
EP300,0.12034,0.07356
RAB14,0.12034,0.01434
E2F2,0.1202,0.546
EN1,0.12015,1.50651
EPAS1,0.12015,-0.67374
BRCA1,0.12013,-0.27515
ELK1,0.12009,-0.14318
NFKB1,0.12009,-0.02496
TEAD1,0.11983,0.23157
RUNX2,0.11981,-0.44748
JUN,0.11978,0.26082
HEY2,0.11975,1.09575
TFAP4,0.11971,0.30334
ERG,0.11953,1.54862
FOXO1,0.11944,0.19161
TAF1,0.1194,0.11649
EN2,0.11936,1.5098
TBX1,0.11931,1.76691
ELK1,0.11925,-0.14318
SMAD1,0.11924,-0.01057
BACH2,0.11923,1.29373
NR2F2,0.11918,-0.04126
MAFF,0.1191,0.15237
FOXB1,0.11907,1.39094
NR3C1,0.11907,-0.11267
HOXC13,0.11906,0.9857
TFE3,0.11904,-0.02572
ARFGAP1,0.11902,0.0425
MYC,0.119,0.22497
ETV4,0.11898,0.15297
TFAP4,0.11857,0.30334
GATA3,0.11837,0.63765
PPARG,0.11821,-0.0062
NFKB2,0.11818,0.51364
ESRRB,0.11818,1.09807
ZNF8,0.11808,0.67552
SP8,0.11785,1.34044
MLX,0.11783,0.04225
EN1,0.1178,1.50651
CTCF,0.11772,0.1109
USF2,0.11767,-0.17263
NKX6-1,0.11767,1.89061
ZBTB6,0.11766,0.06759
CEBPG,0.1176,0.22789
FOSL1,0.1176,0.12968
NR2C2,0.11758,0.21475
JUN,0.11758,0.26082
SP1,0.11748,0.23865
TGIF2,0.11747,0.13496
NR3C1,0.11746,-0.11267
MAFB,0.11739,0.64383
NFIB,0.1171,-0.34392
AHR,0.11705,-0.31593
ASAP3,0.11702,-0.03807
HOXA5,0.11701,0.04334
FOXD1,0.11697,0.21153
EOMES,0.11692,1.4624
BDP1,0.11687,0.41219
THAP5,0.11687,-0.36523
TFCP2,0.11687,-0.18064
STAT4,0.11685,0.55131
FOXP3,0.11677,0.80403
SOX15,0.11665,-0.29176
RFX2,0.11651,0.09243
PAX6,0.11647,0.87769
JDP2,0.11644,0.49816
ELF1,0.11643,-0.0385
ETV2,0.11642,-0.21244
FOXJ2,0.11634,-0.10174
REL,0.11603,0.12775
HOXA9,0.11602,0.67702
RARB,0.11596,-0.80509
CFL2,0.11595,0.00143
CTCF,0.11576,0.1109
ELK1,0.11566,-0.14318
GRHL1,0.11559,0.60779
ESX1,0.11555,1.18752
USF2,0.11554,-0.17263
NFIC,0.11553,-0.21458
ATF3,0.11553,0.74563
SOX2,0.11543,1.37658
NKX2-4,0.11541,1.3483
FOSL1,0.11526,0.12968
CUX1,0.11524,-0.02564
SOX9,0.11521,0.21723
MEIS3,0.11518,0.68303
PAX2,0.11513,1.0569
RFX5,0.11507,0.24121
ESRRA,0.11506,0.36686
MLXIPL,0.11506,1.28556
E2F1,0.11491,-0.14567
NR2F1,0.11472,-0.40683
HLF,0.11466,1.20049
CUX2,0.11466,1.0607
HOXC13,0.11459,0.9857
RFX3,0.11455,0.21238
TIMM44,0.1145,0.20905
HOXB8,0.11445,0.34207
NKX2-1,0.11439,2.41647
POU2F2,0.11438,-0.79029
FOS,0.11431,0.11477
PKNOX1,0.11431,-0.01682
ZNF524,0.11422,-0.36672
MLXIPL,0.11418,1.28556
MAFG,0.11409,-0.03675
NR3C2,0.11406,0.66608
NFE2,0.11394,0.59563
TFAP4,0.11392,0.30334
TCF3,0.11385,-0.11833
VAX1,0.11379,1.0607
PBX3,0.11376,0.40978
CTCF,0.11363,0.1109
TCF12,0.11363,-0.03309
ZNF524,0.11363,-0.36672
KLF4,0.11362,1.14393
MAFG,0.11355,-0.03675
HIF1A,0.11352,-0.1013
MZF1,0.11344,0.10253
ERF,0.11334,-0.20753
RFX5,0.11319,0.24121
CENPB,0.1131,-0.10852
ESRRA,0.11307,0.36686
MGA,0.11303,0.06935
SREBF2,0.11295,0.00057
SMAD1,0.11292,-0.01057
IRF2,0.11291,-0.18248
HOXA13,0.1129,1.58967
FOXP2,0.11287,0.88336
REST,0.11282,0.20711
NFE2,0.11281,0.59563
EOMES,0.11277,1.4624
SRP9,0.11275,0.0278
CLOCK,0.11274,0.06464
RORA,0.11272,1.26779
FOS,0.11264,0.11477
HSF1,0.11263,0.46176
MEIS2,0.11248,-0.06534
ELK1,0.11238,-0.14318
CHD2,0.11232,0.16413
GLI2,0.1123,0.00519
E2F1,0.11227,-0.14567
E2F1,0.11215,-0.14567
MYC,0.11206,0.22497
SFT2D1,0.11204,0.08654
ARNT,0.11201,0.03492
TFAP4,0.11199,0.30334
RUNX2,0.11196,-0.44748
GATA2,0.11189,-0.05162
E4F1,0.11183,0.19447
NR0B1,0.11179,1.39794
HOXA13,0.11175,1.58967
REL,0.11163,0.12775
LHX6,0.11158,1.97772
STAT1,0.11154,-0.01743
SOX9,0.11151,0.21723
NKX3-2,0.11148,1.28354
ZBTB4,0.11138,-0.18334
MAFG,0.11114,-0.03675
RORA,0.11103,1.26779
FOXA1,0.11094,0.59218
SMAD3,0.11086,-0.38086
FOXM1,0.11082,-0.09234
PAX9,0.1108,1.51678
RFX5,0.11074,0.24121
POU3F2,0.11072,1.7839
TFAP2A,0.11065,-0.00481
RFX5,0.11064,0.24121
GLIS2,0.11062,-0.24755
FOS,0.11058,0.11477
DLX6,0.11057,1.50012
FEZ1,0.11052,0.10682
REL,0.11048,0.12775
OTX1,0.11045,0.61502
KLF5,0.11045,0.8551
TFAP4,0.11044,0.30334
TCF12,0.11026,-0.03309
CXXC1,0.11022,-0.20636
SP4,0.11021,0.31458
OLIG2,0.11014,0.79877
MAFK,0.11013,-0.18717
PAX2,0.11008,1.0569
TCF3,0.11005,-0.11833
NFE2L2,0.10998,0.01426
PCK2,0.10997,0.89665
LHX6,0.10995,1.97772
NFIA,0.10987,0.15147
NR3C1,0.10984,-0.11267
NCALD,0.10982,-0.31231
LHX6,0.10978,1.97772
ARID3A,0.10974,0.49887
NKX2-8,0.10972,1.30963
HOXB7,0.10969,0.26541
SOX9,0.10939,0.21723
OTX1,0.10933,0.61502
BHLHA15,0.10924,1.12494
CEBPA,0.10919,1.86054
YBX1,0.10907,0.03072
ATF2,0.10905,0.19734
ARNT,0.10896,0.03492
EN2,0.10891,1.5098
JUND,0.10884,-0.03685
DBP,0.10854,-0.07406
PROX1,0.10854,1.25768
CEBPB,0.10841,0.1585
NR3C1,0.10835,-0.11267
TEAD3,0.1083,-0.10294
ATF3,0.10817,0.74563
ARNT,0.10809,0.03492
SPAG7,0.10809,-0.25837
HAND1,0.10807,0.94118
MSX2,0.10806,1.37658
LHX6,0.10798,1.97772
MEIS2,0.10797,-0.06534
TFCP2,0.10791,-0.18064
PITX1,0.10791,2.66087
SOX18,0.10789,1.26007
RARA,0.10788,-0.25519
ZIC2,0.10787,2.51825
GATA4,0.10786,-1.3276
ATF3,0.10782,0.74563
FOS,0.10754,0.11477
SOX17,0.1075,-2.18298
SNAI2,0.10747,-0.12542
CREB1,0.10738,-0.1189
POU6F1,0.10738,-0.06658
CTCF,0.10735,0.1109
MAX,0.10734,0.13856
MYC,0.10732,0.22497
PDX1,0.10721,1.13033
TFAP2C,0.10719,0.6037
LHX6,0.10717,1.97772
CREB3,0.10713,-0.24841
TP53,0.10707,-0.06103
NR4A2,0.10701,0.11007
RFX5,0.10689,0.24121
JUND,0.10682,-0.03685
NR1H2,0.1068,-0.17777
TFDP1,0.10672,-0.02352
JUN,0.1067,0.26082
TCF12,0.10665,-0.03309
SMAD3,0.10662,-0.38086
TRIM28,0.10661,-0.01728
CEBPG,0.10659,0.22789
MSX2,0.10658,1.37658
ELK1,0.10653,-0.14318
NR2F1,0.10635,-0.40683
FLI1,0.10633,-2.13898
SOX8,0.10619,0.98528
ESRRA,0.10616,0.36686
NKX2-5,0.10614,1.55041
EZH2,0.10611,0.24374
HOXC9,0.1061,-0.05244
NFIX,0.10604,-0.37506
HOXB13,0.10603,1.17107
ESRRA,0.10595,0.36686
E4F1,0.10592,0.19447
RAD21,0.10582,0.33699
HOXC8,0.10579,0.02345
SNAI2,0.10578,-0.12542
CENPB,0.10574,-0.10852
NFYB,0.10569,-0.01498
GTF2B,0.10568,0.31598
CREB3L1,0.10566,-0.29251
HNF4G,0.10559,0.89252
MYBL1,0.10556,0.21759
NR1H2,0.10542,-0.17777
LHX6,0.10535,1.97772
IRF1,0.10534,0.07358
PAX9,0.10533,1.51678
WRNIP1,0.10529,0.28669
E2F4,0.10521,0.14148
BARX1,0.10505,1.13672
TEAD2,0.105,-0.33669
SREBF1,0.10497,-0.15578
HSF4,0.10497,1.04243
USF2,0.1049,-0.17263
USF2,0.10485,-0.17263
ESRRA,0.1048,0.36686
HCFC2,0.10477,0.09281
HOXB3,0.10473,-0.40051
MAFF,0.10465,0.15237
CTCF,0.10459,0.1109
ZSWIM1,0.10453,0.07868
TBX2,0.10447,0.74219
NFE2,0.10441,0.59563
CENPB,0.10439,-0.10852
NR3C1,0.10435,-0.11267
TGIF2,0.10429,0.13496
BHLHE41,0.10421,-0.53218
ESRRB,0.10419,1.09807
THRA,0.10407,-0.23344
ELF4,0.104,-0.23961
POU2F2,0.10398,-0.79029
GATA4,0.10388,-1.3276
RFX5,0.10373,0.24121
E2F1,0.10366,-0.14567
OLIG2,0.10364,0.79877
HINFP,0.10339,0.09309
ZNF784,0.1033,-0.1146
LHX9,0.10319,-1.03088
HIC2,0.10317,0.48876
POU2F2,0.10311,-0.79029
FOXD1,0.10304,0.21153
MYBL1,0.10268,0.21759
HIC2,0.10264,0.48876
TEAD4,0.10262,0.33182
NFIB,0.1026,-0.34392
FOXO4,0.10259,0.05375
RXRA,0.1022,0.30198
HOXC8,0.10206,0.02345
SOX7,0.10202,0.94009
FLI1,0.10191,-2.13898
PKNOX2,0.10178,0.45558
ELK3,0.10176,-0.31483
CEBPB,0.10175,0.1585
TFEB,0.10167,-0.41856
PBX3,0.10167,0.40978
STAT5A,0.10163,-0.10044
ARNT,0.10157,0.03492
HINFP,0.10123,0.09309
RARA,0.10123,-0.25519
TCF7L1,0.1012,-0.12623
SOX8,0.10118,0.98528
SIN3A,0.10116,0.04933
FOS,0.10114,0.11477
DLX4,0.10109,1.70529
TEAD4,0.10108,0.33182
TFAP2C,0.10099,0.6037
LBX2,0.10079,1.06169
AR,0.10068,0.74347
RFX2,0.10056,0.09243
CENPB,0.10054,-0.10852
STAT3,0.10043,-0.16234
LHX6,0.10037,1.97772
GRHL1,0.10036,0.60779
RXRA,0.10032,0.30198
BHLHE41,0.10021,-0.53218
TP53,0.10018,-0.06103
SREBF1,0.10012,-0.15578
HOXD3,0.10011,-0.7231
PLAGL1,0.10007,0.61926
GMEB2,0.10001,0.07687
TFAP2A,0.09999,-0.00481
TFAP2C,0.09988,0.6037
SOX2,0.09964,1.37658
STAT3,0.0996,-0.16234
MAX,0.09958,0.13856
FOXP2,0.09957,0.88336
POU3F3,0.09956,1.52977
ERF,0.09955,-0.20753
CEBPB,0.09951,0.1585
CEBPA,0.09948,1.86054
KLF8,0.09947,1.24055
NFKB1,0.09921,-0.02496
SEMA4A,0.0992,0.2132
TBX1,0.09915,1.76691
MEF2A,0.0991,-0.11613
DMBX1,0.09909,1.4014
SRF,0.09909,-0.18877
BCL6,0.09908,-0.46691
SOX15,0.09902,-0.29176
ESRRA,0.09899,0.36686
HSF1,0.09898,0.46176
RFX2,0.09888,0.09243
RBPJ,0.09886,0.06557
RARG,0.09885,-0.50335
CUX1,0.0988,-0.02564
LHX2,0.09873,1.74567
GATA3,0.09867,0.63765
GATA2,0.09864,-0.05162
YY1,0.09856,0.14859
RNASEH2C,0.09845,0.22658
ELK4,0.09845,0.1604
ZNF350,0.09843,0.07255
ELF4,0.09839,-0.23961
POU3F3,0.09835,1.52977
E2F3,0.09834,0.35972
SIX3,0.09822,1.18469
FOXA1,0.09821,0.59218
LHX9,0.09819,-1.03088
YY2,0.09818,-0.33904
SOX8,0.09817,0.98528
LAS1L,0.09805,-0.03358
FOXK1,0.09795,0.61424
C19orf25,0.09791,0.07305
HNF4G,0.09788,0.89252
FOXD2,0.09787,0.92604
HINFP,0.0977,0.09309
CUX1,0.09767,-0.02564
TFAP2A,0.09761,-0.00481
MSC,0.09761,0.03375
ETS1,0.09744,0.2381
CEBPZ,0.0974,0.03188
TGIF2,0.09724,0.13496
SOX8,0.09717,0.98528
ZNF784,0.09717,-0.1146
JUN,0.09714,0.26082
SREBF2,0.0971,0.00057
EN1,0.09706,1.50651
HINFP,0.09701,0.09309
RXRA,0.097,0.30198
CEBPB,0.09693,0.1585
USF2,0.09692,-0.17263
SOX2,0.09692,1.37658
ETV4,0.0969,0.15297
NKX2-8,0.0969,1.30963
FLI1,0.09681,-2.13898
TBX1,0.09679,1.76691
NFATC3,0.09677,0.26356
ETS1,0.09677,0.2381
INSM1,0.09674,1.22789
TBX1,0.09671,1.76691
VDR,0.09656,0.18204
NR3C1,0.09655,-0.11267
NR2F1,0.09654,-0.40683
SMAD4,0.0965,0.01087
NFIL3,0.09648,0.04188
RFX3,0.09645,0.21238
HIVEP1,0.09641,0.17371
MYC,0.0964,0.22497
GMEB2,0.09633,0.07687
IRX3,0.0962,0.16577
SMAD4,0.09619,0.01087
ZNF75A,0.09616,0.45123
E2F1,0.09602,-0.14567
GLI2,0.09599,0.00519
BHLHE41,0.09595,-0.53218
RXRA,0.09594,0.30198
FLI1,0.09587,-2.13898
RFX5,0.09586,0.24121
MEIS1,0.09585,-0.46847
ELF2,0.09583,0.08062
NKX6-1,0.09582,1.89061
NFE2,0.09574,0.59563
NR3C1,0.09571,-0.11267
VAX2,0.09569,-0.14018
RUNX2,0.09555,-0.44748
BACH1,0.09542,-0.08588
HEY2,0.09527,1.09575
NR2F6,0.09523,-0.07863
SOX15,0.09517,-0.29176
RORA,0.09508,1.26779
JUND,0.09505,-0.03685
POU2F1,0.09505,0.47712
TP53,0.09503,-0.06103
TFAP4,0.09503,0.30334
GRHL1,0.09498,0.60779
MYBL1,0.09492,0.21759
HOXA5,0.0946,0.04334
TEAD4,0.09452,0.33182
TCF4,0.09449,-0.83621
ATF2,0.09432,0.19734
CREB3L1,0.09431,-0.29251
ETV2,0.09423,-0.21244
HINFP,0.09413,0.09309
FLI1,0.0941,-2.13898
ELK1,0.09405,-0.14318
SRF,0.09405,-0.18877
SREBF2,0.09393,0.00057
ESRRB,0.0939,1.09807
MEIS1,0.09388,-0.46847
SOX2,0.09386,1.37658
STAT5B,0.09381,-0.28536
RUNX3,0.09371,1.32536
LMO2,0.09367,0.51266
MEIS2,0.09366,-0.06534
CTCF,0.09364,0.1109
RORA,0.09363,1.26779
HOXB13,0.09357,1.17107
SRF,0.09354,-0.18877
NR2F1,0.09346,-0.40683
MYC,0.09338,0.22497
AGGF1,0.09336,0.05794
MSC,0.09323,0.03375
LHX2,0.09322,1.74567
IRF7,0.09321,-0.16734
THRB,0.09298,0.86606
CEBPD,0.09295,0.31811
HMG20A,0.09286,0.08937
ATF4,0.0928,0.11374
HIC2,0.09279,0.48876
HOXC13,0.09273,0.9857
ESRRA,0.09261,0.36686
ZNF3,0.09241,0.04979
GATA2,0.0924,-0.05162
REL,0.09234,0.12775
MEIS3,0.09219,0.68303
HINFP,0.09207,0.09309
EXO5,0.09174,0.14677
YY1,0.09172,0.14859
JUND,0.09163,-0.03685
ATF3,0.0916,0.74563
JUND,0.09159,-0.03685
YY2,0.09141,-0.33904
RAD21,0.09137,0.33699
RFX2,0.09136,0.09243
ID4,0.09136,-0.49292
NFKB1,0.09132,-0.02496
ETV5,0.09131,0.00428
ESX1,0.09128,1.18752
MAFG,0.09107,-0.03675
FOXO3,0.09106,-0.09404
PPARG,0.09105,-0.0062
ZBED1,0.09105,-0.20248
ARID3A,0.09104,0.49887
RORA,0.09094,1.26779
RARA,0.09093,-0.25519
SOX18,0.09084,1.26007
RAD21,0.09075,0.33699
ADARB1,0.09075,0.69463
BARHL2,0.09074,1.83251
SOX2,0.0905,1.37658
NFKB1,0.09047,-0.02496
RXRA,0.0904,0.30198
MAFK,0.09039,-0.18717
ETV2,0.09035,-0.21244
LRRFIP1,0.09032,-0.15885
ZNF143,0.09022,-0.08045
MYC,0.09021,0.22497
MAFK,0.09018,-0.18717
TEAD1,0.09016,0.23157
POU2F2,0.09007,-0.79029
DDIT3,0.08993,0.31605
ZCCHC14,0.08991,0.15638
REST,0.08988,0.20711
MAFF,0.08986,0.15237
TFAP2C,0.0898,0.6037
MECP2,0.08978,0.18722
GATA4,0.08977,-1.3276
ZNF143,0.08969,-0.08045
PSMC2,0.08966,-0.51529
RORA,0.08962,1.26779
SMAD3,0.08962,-0.38086
HEY1,0.08961,1.16638
MYC,0.0896,0.22497
SIN3A,0.0895,0.04933
HIC2,0.08946,0.48876
AR,0.08934,0.74347
YWHAZ,0.08929,0.2477
SOX2,0.08922,1.37658
SP4,0.08897,0.31458
HOXB3,0.08891,-0.40051
JUN,0.08886,0.26082
ATF3,0.08886,0.74563
BCL6,0.08878,-0.46691
ELK1,0.08872,-0.14318
CLOCK,0.08868,0.06464
NR4A1,0.08867,0.49659
STAT1,0.08867,-0.01743
RUNX3,0.08866,1.32536
ETV5,0.08861,0.00428
FOXO4,0.08852,0.05375
CHD2,0.0885,0.16413
FOXO6,0.0885,1.52196
FLI1,0.08844,-2.13898
HOXD13,0.08837,1.61407
MAFB,0.08833,0.64383
CEBPD,0.08832,0.31811
ESRRA,0.08828,0.36686
NFKB1,0.08825,-0.02496
HIC2,0.08823,0.48876
SOX9,0.0882,0.21723
DMC1,0.08816,0.83476
NRL,0.08808,0.13212
PBX1,0.08802,-0.73611
CDX2,0.08788,2.15473
